air_store_id,visit_date,air_genre_name,air_first_area_name,air_second_area_name,hpg_exist,hpg_reserve_visitors,hpg_diffday_visit_reserve,hpg_mindiff,hpg_maxdiff,hpg_total_reserve_visitores,hpg_reserve_count
air_3c938075889fc059,2016-08-20,Japanese food,Fukuoka-ken,Fukuoka-shi,1,3,3,3,9,10,2
air_3c938075889fc059,2016-08-26,Japanese food,Fukuoka-ken,Fukuoka-shi,1,2,4,1,4,4,2
air_3c938075889fc059,2016-08-26,Japanese food,Fukuoka-ken,Fukuoka-shi,1,2,1,1,4,4,2
air_3c938075889fc059,2016-08-29,Japanese food,Fukuoka-ken,Fukuoka-shi,1,4,0,0,6,10,2
air_3c938075889fc059,2016-08-29,Japanese food,Fukuoka-ken,Fukuoka-shi,1,6,6,0,6,10,2
air_3c938075889fc059,2016-09-02,Japanese food,Fukuoka-ken,Fukuoka-shi,1,3,3,3,3,3,1
air_3c938075889fc059,2016-09-08,Japanese food,Fukuoka-ken,Fukuoka-shi,1,3,14,14,14,3,1
air_3c938075889fc059,2016-09-09,Japanese food,Fukuoka-ken,Fukuoka-shi,1,4,14,1,14,8,2
air_3c938075889fc059,2016-09-09,Japanese food,Fukuoka-ken,Fukuoka-shi,1,4,1,1,14,8,2
air_3c938075889fc059,2016-09-14,Japanese food,Fukuoka-ken,Fukuoka-shi,1,5,4,4,4,5,1
air_3c938075889fc059,2016-09-16,Japanese food,Fukuoka-ken,Fukuoka-shi,1,3,2,1,23,55,5
air_3c938075889fc059,2016-09-16,Japanese food,Fukuoka-ken,Fukuoka-shi,1,6,3,1,23,55,5
air_3c938075889fc059,2016-09-16,Japanese food,Fukuoka-ken,Fukuoka-shi,1,3,2,1,23,55,5
air_3c938075889fc059,2016-09-16,Japanese food,Fukuoka-ken,Fukuoka-shi,1,40,23,1,23,55,5
air_3c938075889fc059,2016-09-16,Japanese food,Fukuoka-ken,Fukuoka-shi,1,3,1,1,23,55,5
air_3c938075889fc059,2016-09-17,Japanese food,Fukuoka-ken,Fukuoka-shi,1,4,9,9,9,4,1
air_3c938075889fc059,2016-09-21,Japanese food,Fukuoka-ken,Fukuoka-shi,1,61,63,63,63,61,1
air_3c938075889fc059,2016-09-26,Japanese food,Fukuoka-ken,Fukuoka-shi,1,15,17,17,17,15,1
air_3c938075889fc059,2016-09-30,Japanese food,Fukuoka-ken,Fukuoka-shi,1,22,1,1,5,25,2
air_3c938075889fc059,2016-09-30,Japanese food,Fukuoka-ken,Fukuoka-shi,1,3,5,1,5,25,2
air_3c938075889fc059,2016-10-05,Japanese food,Fukuoka-ken,Fukuoka-shi,1,3,4,4,4,3,1
air_3c938075889fc059,2016-10-09,Japanese food,Fukuoka-ken,Fukuoka-shi,1,4,4,4,4,4,1
air_3c938075889fc059,2016-10-12,Japanese food,Fukuoka-ken,Fukuoka-shi,1,2,3,3,4,7,2
air_3c938075889fc059,2016-10-12,Japanese food,Fukuoka-ken,Fukuoka-shi,1,5,4,3,4,7,2
air_3c938075889fc059,2016-10-16,Japanese food,Fukuoka-ken,Fukuoka-shi,1,5,13,4,13,8,2
air_3c938075889fc059,2016-10-16,Japanese food,Fukuoka-ken,Fukuoka-shi,1,3,4,4,13,8,2
air_3c938075889fc059,2016-10-22,Japanese food,Fukuoka-ken,Fukuoka-shi,1,12,9,0,9,24,3
air_3c938075889fc059,2016-10-22,Japanese food,Fukuoka-ken,Fukuoka-shi,1,3,0,0,9,24,3
air_3c938075889fc059,2016-10-22,Japanese food,Fukuoka-ken,Fukuoka-shi,1,9,6,0,9,24,3
air_3c938075889fc059,2016-10-31,Japanese food,Fukuoka-ken,Fukuoka-shi,1,10,6,6,6,10,1
air_3c938075889fc059,2016-11-07,Japanese food,Fukuoka-ken,Fukuoka-shi,1,2,0,0,0,2,1
air_3c938075889fc059,2016-11-12,Japanese food,Fukuoka-ken,Fukuoka-shi,1,2,0,0,0,2,1
air_3c938075889fc059,2016-11-14,Japanese food,Fukuoka-ken,Fukuoka-shi,1,2,10,10,10,2,1
air_3c938075889fc059,2016-11-17,Japanese food,Fukuoka-ken,Fukuoka-shi,1,22,7,7,7,22,1
air_3c938075889fc059,2016-11-19,Japanese food,Fukuoka-ken,Fukuoka-shi,1,13,2,2,2,13,1
air_3c938075889fc059,2016-11-20,Japanese food,Fukuoka-ken,Fukuoka-shi,1,2,4,4,4,2,1
air_3c938075889fc059,2016-11-26,Japanese food,Fukuoka-ken,Fukuoka-shi,1,3,2,2,9,12,3
air_3c938075889fc059,2016-11-26,Japanese food,Fukuoka-ken,Fukuoka-shi,1,7,9,2,9,12,3
air_3c938075889fc059,2016-11-26,Japanese food,Fukuoka-ken,Fukuoka-shi,1,2,3,2,9,12,3
air_3c938075889fc059,2016-11-28,Japanese food,Fukuoka-ken,Fukuoka-shi,1,7,3,3,12,15,3
air_3c938075889fc059,2016-11-28,Japanese food,Fukuoka-ken,Fukuoka-shi,1,4,12,3,12,15,3
air_3c938075889fc059,2016-11-28,Japanese food,Fukuoka-ken,Fukuoka-shi,1,4,6,3,12,15,3
air_3c938075889fc059,2016-12-01,Japanese food,Fukuoka-ken,Fukuoka-shi,1,5,2,2,2,5,1
air_3c938075889fc059,2016-12-02,Japanese food,Fukuoka-ken,Fukuoka-shi,1,5,2,2,2,5,1
air_3c938075889fc059,2016-12-05,Japanese food,Fukuoka-ken,Fukuoka-shi,1,21,17,17,17,21,1
air_3c938075889fc059,2016-12-09,Japanese food,Fukuoka-ken,Fukuoka-shi,1,8,8,8,24,43,4
air_3c938075889fc059,2016-12-09,Japanese food,Fukuoka-ken,Fukuoka-shi,1,20,24,8,24,43,4
air_3c938075889fc059,2016-12-09,Japanese food,Fukuoka-ken,Fukuoka-shi,1,7,11,8,24,43,4
air_3c938075889fc059,2016-12-09,Japanese food,Fukuoka-ken,Fukuoka-shi,1,8,23,8,24,43,4
air_3c938075889fc059,2016-12-11,Japanese food,Fukuoka-ken,Fukuoka-shi,1,2,0,0,0,2,1
air_3c938075889fc059,2016-12-15,Japanese food,Fukuoka-ken,Fukuoka-shi,1,4,23,1,23,10,2
air_3c938075889fc059,2016-12-15,Japanese food,Fukuoka-ken,Fukuoka-shi,1,6,1,1,23,10,2
air_3c938075889fc059,2016-12-16,Japanese food,Fukuoka-ken,Fukuoka-shi,1,17,23,4,23,38,3
air_3c938075889fc059,2016-12-16,Japanese food,Fukuoka-ken,Fukuoka-shi,1,5,12,4,23,38,3
air_3c938075889fc059,2016-12-16,Japanese food,Fukuoka-ken,Fukuoka-shi,1,16,4,4,23,38,3
air_3c938075889fc059,2016-12-18,Japanese food,Fukuoka-ken,Fukuoka-shi,1,4,10,10,10,4,1
air_3c938075889fc059,2016-12-19,Japanese food,Fukuoka-ken,Fukuoka-shi,1,16,21,21,21,16,1
air_3c938075889fc059,2016-12-21,Japanese food,Fukuoka-ken,Fukuoka-shi,1,45,43,16,43,53,2
air_3c938075889fc059,2016-12-21,Japanese food,Fukuoka-ken,Fukuoka-shi,1,8,16,16,43,53,2
air_3c938075889fc059,2016-12-22,Japanese food,Fukuoka-ken,Fukuoka-shi,1,40,50,3,50,42,2
air_3c938075889fc059,2016-12-22,Japanese food,Fukuoka-ken,Fukuoka-shi,1,2,3,3,50,42,2
air_3c938075889fc059,2016-12-26,Japanese food,Fukuoka-ken,Fukuoka-shi,1,4,7,7,7,6,2
air_3c938075889fc059,2016-12-26,Japanese food,Fukuoka-ken,Fukuoka-shi,1,2,7,7,7,6,2
air_3c938075889fc059,2016-12-28,Japanese food,Fukuoka-ken,Fukuoka-shi,1,12,13,3,27,25,3
air_3c938075889fc059,2016-12-28,Japanese food,Fukuoka-ken,Fukuoka-shi,1,2,3,3,27,25,3
air_3c938075889fc059,2016-12-28,Japanese food,Fukuoka-ken,Fukuoka-shi,1,11,27,3,27,25,3
air_3c938075889fc059,2016-12-29,Japanese food,Fukuoka-ken,Fukuoka-shi,1,14,10,10,13,26,2
air_3c938075889fc059,2016-12-29,Japanese food,Fukuoka-ken,Fukuoka-shi,1,12,13,10,13,26,2
air_3c938075889fc059,2016-12-30,Japanese food,Fukuoka-ken,Fukuoka-shi,1,4,6,1,6,7,2
air_3c938075889fc059,2016-12-30,Japanese food,Fukuoka-ken,Fukuoka-shi,1,3,1,1,6,7,2
air_3c938075889fc059,2017-01-05,Japanese food,Fukuoka-ken,Fukuoka-shi,1,11,1,1,1,11,1
air_3c938075889fc059,2017-01-08,Japanese food,Fukuoka-ken,Fukuoka-shi,1,4,0,0,46,6,2
air_3c938075889fc059,2017-01-08,Japanese food,Fukuoka-ken,Fukuoka-shi,1,2,46,0,46,6,2
air_3c938075889fc059,2017-01-09,Japanese food,Fukuoka-ken,Fukuoka-shi,1,2,3,3,3,2,1
air_3c938075889fc059,2017-01-13,Japanese food,Fukuoka-ken,Fukuoka-shi,1,5,18,3,43,65,4
air_3c938075889fc059,2017-01-13,Japanese food,Fukuoka-ken,Fukuoka-shi,1,10,3,3,43,65,4
air_3c938075889fc059,2017-01-13,Japanese food,Fukuoka-ken,Fukuoka-shi,1,27,10,3,43,65,4
air_3c938075889fc059,2017-01-13,Japanese food,Fukuoka-ken,Fukuoka-shi,1,23,43,3,43,65,4
air_3c938075889fc059,2017-01-20,Japanese food,Fukuoka-ken,Fukuoka-shi,1,6,2,2,3,18,2
air_3c938075889fc059,2017-01-20,Japanese food,Fukuoka-ken,Fukuoka-shi,1,12,3,2,3,18,2
air_3c938075889fc059,2017-01-21,Japanese food,Fukuoka-ken,Fukuoka-shi,1,2,6,6,6,2,1
air_3c938075889fc059,2017-01-22,Japanese food,Fukuoka-ken,Fukuoka-shi,1,2,2,2,10,9,2
air_3c938075889fc059,2017-01-22,Japanese food,Fukuoka-ken,Fukuoka-shi,1,7,10,2,10,9,2
air_3c938075889fc059,2017-01-26,Japanese food,Fukuoka-ken,Fukuoka-shi,1,15,5,1,10,34,4
air_3c938075889fc059,2017-01-26,Japanese food,Fukuoka-ken,Fukuoka-shi,1,2,1,1,10,34,4
air_3c938075889fc059,2017-01-26,Japanese food,Fukuoka-ken,Fukuoka-shi,1,13,5,1,10,34,4
air_3c938075889fc059,2017-01-26,Japanese food,Fukuoka-ken,Fukuoka-shi,1,4,10,1,10,34,4
air_3c938075889fc059,2017-01-27,Japanese food,Fukuoka-ken,Fukuoka-shi,1,5,14,1,14,14,2
air_3c938075889fc059,2017-01-27,Japanese food,Fukuoka-ken,Fukuoka-shi,1,9,1,1,14,14,2
air_3c938075889fc059,2017-01-28,Japanese food,Fukuoka-ken,Fukuoka-shi,1,4,19,13,19,12,2
air_3c938075889fc059,2017-01-28,Japanese food,Fukuoka-ken,Fukuoka-shi,1,8,13,13,19,12,2
air_3c938075889fc059,2017-01-30,Japanese food,Fukuoka-ken,Fukuoka-shi,1,12,8,8,8,12,1
air_3c938075889fc059,2017-02-09,Japanese food,Fukuoka-ken,Fukuoka-shi,1,18,8,8,8,18,1
air_3c938075889fc059,2017-02-15,Japanese food,Fukuoka-ken,Fukuoka-shi,1,14,7,7,7,28,2
air_3c938075889fc059,2017-02-15,Japanese food,Fukuoka-ken,Fukuoka-shi,1,14,7,7,7,28,2
air_3c938075889fc059,2017-02-22,Japanese food,Fukuoka-ken,Fukuoka-shi,1,2,3,3,3,2,1
air_3c938075889fc059,2017-02-23,Japanese food,Fukuoka-ken,Fukuoka-shi,1,8,9,9,9,8,1
air_3c938075889fc059,2017-02-24,Japanese food,Fukuoka-ken,Fukuoka-shi,1,6,3,3,3,6,1
air_3c938075889fc059,2017-02-26,Japanese food,Fukuoka-ken,Fukuoka-shi,1,6,1,1,1,6,1
air_3c938075889fc059,2017-03-03,Japanese food,Fukuoka-ken,Fukuoka-shi,1,3,1,1,1,6,2
air_3c938075889fc059,2017-03-03,Japanese food,Fukuoka-ken,Fukuoka-shi,1,3,1,1,1,6,2
air_3c938075889fc059,2017-03-06,Japanese food,Fukuoka-ken,Fukuoka-shi,1,5,0,0,0,5,1
air_3c938075889fc059,2017-03-08,Japanese food,Fukuoka-ken,Fukuoka-shi,1,3,6,6,6,3,1
air_3c938075889fc059,2017-03-11,Japanese food,Fukuoka-ken,Fukuoka-shi,1,2,0,0,2,4,2
air_3c938075889fc059,2017-03-11,Japanese food,Fukuoka-ken,Fukuoka-shi,1,2,2,0,2,4,2
air_3c938075889fc059,2017-03-13,Japanese food,Fukuoka-ken,Fukuoka-shi,1,8,5,5,5,8,1
air_3c938075889fc059,2017-03-18,Japanese food,Fukuoka-ken,Fukuoka-shi,1,2,5,5,5,2,1
air_3c938075889fc059,2017-03-22,Japanese food,Fukuoka-ken,Fukuoka-shi,1,12,2,2,3,16,2
air_3c938075889fc059,2017-03-22,Japanese food,Fukuoka-ken,Fukuoka-shi,1,4,3,2,3,16,2
air_3c938075889fc059,2017-03-24,Japanese food,Fukuoka-ken,Fukuoka-shi,1,2,1,1,10,10,2
air_3c938075889fc059,2017-03-24,Japanese food,Fukuoka-ken,Fukuoka-shi,1,8,10,1,10,10,2
air_3c938075889fc059,2017-03-27,Japanese food,Fukuoka-ken,Fukuoka-shi,1,3,0,0,0,3,1
air_3c938075889fc059,2017-03-29,Japanese food,Fukuoka-ken,Fukuoka-shi,1,16,8,8,16,28,2
air_3c938075889fc059,2017-03-29,Japanese food,Fukuoka-ken,Fukuoka-shi,1,12,16,8,16,28,2
air_3c938075889fc059,2017-03-31,Japanese food,Fukuoka-ken,Fukuoka-shi,1,4,12,12,12,4,1
air_3c938075889fc059,2017-04-01,Japanese food,Fukuoka-ken,Fukuoka-shi,1,4,5,2,5,7,2
air_3c938075889fc059,2017-04-01,Japanese food,Fukuoka-ken,Fukuoka-shi,1,3,2,2,5,7,2
air_3c938075889fc059,2017-04-07,Japanese food,Fukuoka-ken,Fukuoka-shi,1,33,11,11,11,33,1
air_3c938075889fc059,2017-04-08,Japanese food,Fukuoka-ken,Fukuoka-shi,1,2,5,5,5,2,1
air_3c938075889fc059,2017-04-14,Japanese food,Fukuoka-ken,Fukuoka-shi,1,4,14,14,14,4,1
air_3c938075889fc059,2017-04-15,Japanese food,Fukuoka-ken,Fukuoka-shi,1,4,29,0,29,6,2
air_3c938075889fc059,2017-04-15,Japanese food,Fukuoka-ken,Fukuoka-shi,1,2,0,0,29,6,2
air_3c938075889fc059,2017-04-21,Japanese food,Fukuoka-ken,Fukuoka-shi,1,17,14,14,14,17,1
air_3c938075889fc059,2017-04-24,Japanese food,Fukuoka-ken,Fukuoka-shi,1,16,4,4,4,16,1
air_3c938075889fc059,2017-04-28,Japanese food,Fukuoka-ken,Fukuoka-shi,1,5,7,7,7,5,1
air_3c938075889fc059,2017-05-04,Japanese food,Fukuoka-ken,Fukuoka-shi,1,13,14,14,14,13,1
air_3cad29d1a23209d2,,Japanese food,Tōkyō-to,Shibuya-ku,0,0,-1,-1,-1,0,0
air_3caef3f76b8f26c5,,Other,Ōsaka-fu,Ōsaka-shi,0,0,-1,-1,-1,0,0
air_3d3a2b509180e798,,Japanese food,Tōkyō-to,Chūō-ku,0,0,-1,-1,-1,0,0
air_3e6cea17a9d2c0f1,2016-01-06,Izakaya,Hyōgo-ken,Kakogawa-shi,1,8,3,3,3,8,1
air_3e6cea17a9d2c0f1,2016-01-09,Izakaya,Hyōgo-ken,Kakogawa-shi,1,2,1,1,1,2,1
air_3e6cea17a9d2c0f1,2016-01-10,Izakaya,Hyōgo-ken,Kakogawa-shi,1,4,5,5,5,4,1
air_3e6cea17a9d2c0f1,2016-01-12,Izakaya,Hyōgo-ken,Kakogawa-shi,1,7,2,2,2,7,1
air_3e6cea17a9d2c0f1,2016-01-15,Izakaya,Hyōgo-ken,Kakogawa-shi,1,9,11,11,11,9,1
air_3e6cea17a9d2c0f1,2016-01-22,Izakaya,Hyōgo-ken,Kakogawa-shi,1,4,8,8,8,4,1
air_3e6cea17a9d2c0f1,2016-01-29,Izakaya,Hyōgo-ken,Kakogawa-shi,1,4,9,9,9,4,1
air_3e6cea17a9d2c0f1,2016-02-05,Izakaya,Hyōgo-ken,Kakogawa-shi,1,7,5,5,5,7,1
air_3e6cea17a9d2c0f1,2016-02-06,Izakaya,Hyōgo-ken,Kakogawa-shi,1,6,23,23,23,6,1
air_3e6cea17a9d2c0f1,2016-02-10,Izakaya,Hyōgo-ken,Kakogawa-shi,1,3,3,2,3,7,2
air_3e6cea17a9d2c0f1,2016-02-10,Izakaya,Hyōgo-ken,Kakogawa-shi,1,4,2,2,3,7,2
air_3e6cea17a9d2c0f1,2016-02-13,Izakaya,Hyōgo-ken,Kakogawa-shi,1,4,9,9,9,4,1
air_3e6cea17a9d2c0f1,2016-02-19,Izakaya,Hyōgo-ken,Kakogawa-shi,1,7,3,3,3,7,1
air_3e6cea17a9d2c0f1,2016-02-26,Izakaya,Hyōgo-ken,Kakogawa-shi,1,5,2,2,2,5,1
air_3e6cea17a9d2c0f1,2016-03-12,Izakaya,Hyōgo-ken,Kakogawa-shi,1,2,2,2,2,2,1
air_3e6cea17a9d2c0f1,2016-03-19,Izakaya,Hyōgo-ken,Kakogawa-shi,1,16,12,12,12,16,1
air_3e6cea17a9d2c0f1,2016-03-25,Izakaya,Hyōgo-ken,Kakogawa-shi,1,30,26,26,26,30,1
air_3e6cea17a9d2c0f1,2016-03-26,Izakaya,Hyōgo-ken,Kakogawa-shi,1,3,7,7,7,3,1
air_3e6cea17a9d2c0f1,2016-03-29,Izakaya,Hyōgo-ken,Kakogawa-shi,1,11,21,21,21,11,1
air_3e6cea17a9d2c0f1,2016-03-30,Izakaya,Hyōgo-ken,Kakogawa-shi,1,4,28,28,28,4,1
air_3e6cea17a9d2c0f1,2016-03-31,Izakaya,Hyōgo-ken,Kakogawa-shi,1,6,11,11,11,6,1
air_3e6cea17a9d2c0f1,2016-04-01,Izakaya,Hyōgo-ken,Kakogawa-shi,1,2,2,2,2,2,1
air_3e6cea17a9d2c0f1,2016-04-02,Izakaya,Hyōgo-ken,Kakogawa-shi,1,5,8,8,8,5,1
air_3e6cea17a9d2c0f1,2016-04-09,Izakaya,Hyōgo-ken,Kakogawa-shi,1,6,2,2,2,6,1
air_3e6cea17a9d2c0f1,2016-04-15,Izakaya,Hyōgo-ken,Kakogawa-shi,1,4,6,6,7,7,2
air_3e6cea17a9d2c0f1,2016-04-15,Izakaya,Hyōgo-ken,Kakogawa-shi,1,3,7,6,7,7,2
air_3e6cea17a9d2c0f1,2016-04-19,Izakaya,Hyōgo-ken,Kakogawa-shi,1,4,15,15,15,4,1
air_3e6cea17a9d2c0f1,2016-04-21,Izakaya,Hyōgo-ken,Kakogawa-shi,1,5,6,6,6,5,1
air_3e6cea17a9d2c0f1,2016-04-23,Izakaya,Hyōgo-ken,Kakogawa-shi,1,3,11,9,14,32,4
air_3e6cea17a9d2c0f1,2016-04-23,Izakaya,Hyōgo-ken,Kakogawa-shi,1,3,9,9,14,32,4
air_3e6cea17a9d2c0f1,2016-04-23,Izakaya,Hyōgo-ken,Kakogawa-shi,1,20,14,9,14,32,4
air_3e6cea17a9d2c0f1,2016-04-23,Izakaya,Hyōgo-ken,Kakogawa-shi,1,6,10,9,14,32,4
air_3e6cea17a9d2c0f1,2016-04-24,Izakaya,Hyōgo-ken,Kakogawa-shi,1,8,2,2,2,8,1
air_3e6cea17a9d2c0f1,2016-04-25,Izakaya,Hyōgo-ken,Kakogawa-shi,1,3,5,5,5,3,1
air_3e6cea17a9d2c0f1,2016-04-28,Izakaya,Hyōgo-ken,Kakogawa-shi,1,20,19,19,19,20,1
air_3e6cea17a9d2c0f1,2016-04-29,Izakaya,Hyōgo-ken,Kakogawa-shi,1,4,4,4,4,4,1
air_3e6cea17a9d2c0f1,2016-04-30,Izakaya,Hyōgo-ken,Kakogawa-shi,1,2,7,7,7,2,1
air_3e6cea17a9d2c0f1,2016-05-02,Izakaya,Hyōgo-ken,Kakogawa-shi,1,2,12,12,12,2,1
air_3e6cea17a9d2c0f1,2016-05-11,Izakaya,Hyōgo-ken,Kakogawa-shi,1,4,6,6,6,4,1
air_3e6cea17a9d2c0f1,2016-05-14,Izakaya,Hyōgo-ken,Kakogawa-shi,1,4,2,2,2,20,2
air_3e6cea17a9d2c0f1,2016-05-14,Izakaya,Hyōgo-ken,Kakogawa-shi,1,16,2,2,2,20,2
air_3e6cea17a9d2c0f1,2016-05-21,Izakaya,Hyōgo-ken,Kakogawa-shi,1,2,4,4,19,6,2
air_3e6cea17a9d2c0f1,2016-05-21,Izakaya,Hyōgo-ken,Kakogawa-shi,1,4,19,4,19,6,2
air_3e6cea17a9d2c0f1,2016-05-27,Izakaya,Hyōgo-ken,Kakogawa-shi,1,4,13,13,13,4,1
air_3e6cea17a9d2c0f1,2016-05-29,Izakaya,Hyōgo-ken,Kakogawa-shi,1,3,4,4,4,6,2
air_3e6cea17a9d2c0f1,2016-05-29,Izakaya,Hyōgo-ken,Kakogawa-shi,1,3,4,4,4,6,2
air_3e6cea17a9d2c0f1,2016-06-10,Izakaya,Hyōgo-ken,Kakogawa-shi,1,4,3,3,9,16,3
air_3e6cea17a9d2c0f1,2016-06-10,Izakaya,Hyōgo-ken,Kakogawa-shi,1,3,8,3,9,16,3
air_3e6cea17a9d2c0f1,2016-06-10,Izakaya,Hyōgo-ken,Kakogawa-shi,1,9,9,3,9,16,3
air_3e6cea17a9d2c0f1,2016-06-11,Izakaya,Hyōgo-ken,Kakogawa-shi,1,10,24,10,24,14,2
air_3e6cea17a9d2c0f1,2016-06-11,Izakaya,Hyōgo-ken,Kakogawa-shi,1,4,10,10,24,14,2
air_3e6cea17a9d2c0f1,2016-06-18,Izakaya,Hyōgo-ken,Kakogawa-shi,1,7,2,2,2,7,1
air_3e6cea17a9d2c0f1,2016-06-27,Izakaya,Hyōgo-ken,Kakogawa-shi,1,4,7,7,7,4,1
air_3e6cea17a9d2c0f1,2016-07-02,Izakaya,Hyōgo-ken,Kakogawa-shi,1,4,7,7,7,4,1
air_3e6cea17a9d2c0f1,2016-07-08,Izakaya,Hyōgo-ken,Kakogawa-shi,1,5,16,16,16,5,1
air_3e6cea17a9d2c0f1,2016-07-14,Izakaya,Hyōgo-ken,Kakogawa-shi,1,10,7,7,37,32,2
air_3e6cea17a9d2c0f1,2016-07-14,Izakaya,Hyōgo-ken,Kakogawa-shi,1,22,37,7,37,32,2
air_3e6cea17a9d2c0f1,2016-07-16,Izakaya,Hyōgo-ken,Kakogawa-shi,1,2,4,4,4,2,1
air_3e6cea17a9d2c0f1,2016-07-17,Izakaya,Hyōgo-ken,Kakogawa-shi,1,3,18,18,18,3,1
air_3e6cea17a9d2c0f1,2016-07-22,Izakaya,Hyōgo-ken,Kakogawa-shi,1,11,23,2,23,46,4
air_3e6cea17a9d2c0f1,2016-07-22,Izakaya,Hyōgo-ken,Kakogawa-shi,1,23,22,2,23,46,4
air_3e6cea17a9d2c0f1,2016-07-22,Izakaya,Hyōgo-ken,Kakogawa-shi,1,10,2,2,23,46,4
air_3e6cea17a9d2c0f1,2016-07-22,Izakaya,Hyōgo-ken,Kakogawa-shi,1,2,5,2,23,46,4
air_3e6cea17a9d2c0f1,2016-07-28,Izakaya,Hyōgo-ken,Kakogawa-shi,1,3,2,2,2,3,1
air_3e6cea17a9d2c0f1,2016-07-30,Izakaya,Hyōgo-ken,Kakogawa-shi,1,8,2,2,2,8,1
air_3e6cea17a9d2c0f1,2016-08-05,Izakaya,Hyōgo-ken,Kakogawa-shi,1,3,2,2,2,3,1
air_3e6cea17a9d2c0f1,2016-08-06,Izakaya,Hyōgo-ken,Kakogawa-shi,1,3,9,9,9,3,1
air_3e6cea17a9d2c0f1,2016-08-07,Izakaya,Hyōgo-ken,Kakogawa-shi,1,2,29,29,29,2,1
air_3e6cea17a9d2c0f1,2016-08-10,Izakaya,Hyōgo-ken,Kakogawa-shi,1,5,7,6,7,8,2
air_3e6cea17a9d2c0f1,2016-08-10,Izakaya,Hyōgo-ken,Kakogawa-shi,1,3,6,6,7,8,2
air_3e6cea17a9d2c0f1,2016-08-13,Izakaya,Hyōgo-ken,Kakogawa-shi,1,2,5,2,5,4,2
air_3e6cea17a9d2c0f1,2016-08-13,Izakaya,Hyōgo-ken,Kakogawa-shi,1,2,2,2,5,4,2
air_3e6cea17a9d2c0f1,2016-08-15,Izakaya,Hyōgo-ken,Kakogawa-shi,1,2,2,2,2,2,1
air_3e6cea17a9d2c0f1,2016-08-18,Izakaya,Hyōgo-ken,Kakogawa-shi,1,4,9,9,9,4,1
air_3e6cea17a9d2c0f1,2016-08-19,Izakaya,Hyōgo-ken,Kakogawa-shi,1,3,2,2,2,3,1
air_3e6cea17a9d2c0f1,2016-08-22,Izakaya,Hyōgo-ken,Kakogawa-shi,1,5,1,1,1,5,1
air_3e6cea17a9d2c0f1,2016-08-26,Izakaya,Hyōgo-ken,Kakogawa-shi,1,5,6,6,9,9,2
air_3e6cea17a9d2c0f1,2016-08-26,Izakaya,Hyōgo-ken,Kakogawa-shi,1,4,9,6,9,9,2
air_3e6cea17a9d2c0f1,2016-08-27,Izakaya,Hyōgo-ken,Kakogawa-shi,1,4,6,6,6,4,1
air_3e6cea17a9d2c0f1,2016-08-29,Izakaya,Hyōgo-ken,Kakogawa-shi,1,2,2,2,2,2,1
air_3e6cea17a9d2c0f1,2016-09-04,Izakaya,Hyōgo-ken,Kakogawa-shi,1,7,8,8,8,7,1
air_3e6cea17a9d2c0f1,2016-09-10,Izakaya,Hyōgo-ken,Kakogawa-shi,1,4,12,3,12,11,2
air_3e6cea17a9d2c0f1,2016-09-10,Izakaya,Hyōgo-ken,Kakogawa-shi,1,7,3,3,12,11,2
air_3e6cea17a9d2c0f1,2016-09-11,Izakaya,Hyōgo-ken,Kakogawa-shi,1,4,13,13,13,4,1
air_3e6cea17a9d2c0f1,2016-09-13,Izakaya,Hyōgo-ken,Kakogawa-shi,1,3,6,6,6,3,1
air_3e6cea17a9d2c0f1,2016-09-20,Izakaya,Hyōgo-ken,Kakogawa-shi,1,3,8,8,8,3,1
air_3e6cea17a9d2c0f1,2016-09-21,Izakaya,Hyōgo-ken,Kakogawa-shi,1,5,6,6,6,5,1
air_3e6cea17a9d2c0f1,2016-09-25,Izakaya,Hyōgo-ken,Kakogawa-shi,1,11,3,3,3,11,1
air_3e6cea17a9d2c0f1,2016-09-30,Izakaya,Hyōgo-ken,Kakogawa-shi,1,4,12,12,12,4,1
air_3e6cea17a9d2c0f1,2016-10-07,Izakaya,Hyōgo-ken,Kakogawa-shi,1,3,5,5,5,3,1
air_3e6cea17a9d2c0f1,2016-10-08,Izakaya,Hyōgo-ken,Kakogawa-shi,1,2,2,2,2,2,1
air_3e6cea17a9d2c0f1,2016-10-09,Izakaya,Hyōgo-ken,Kakogawa-shi,1,3,2,2,2,3,1
air_3e6cea17a9d2c0f1,2016-10-26,Izakaya,Hyōgo-ken,Kakogawa-shi,1,3,3,3,3,3,1
air_3e6cea17a9d2c0f1,2016-10-27,Izakaya,Hyōgo-ken,Kakogawa-shi,1,2,7,7,7,2,1
air_3e6cea17a9d2c0f1,2016-10-28,Izakaya,Hyōgo-ken,Kakogawa-shi,1,3,3,3,3,3,1
air_3e6cea17a9d2c0f1,2016-10-29,Izakaya,Hyōgo-ken,Kakogawa-shi,1,20,23,23,23,20,1
air_3e6cea17a9d2c0f1,2016-11-01,Izakaya,Hyōgo-ken,Kakogawa-shi,1,1,7,7,7,1,1
air_3e6cea17a9d2c0f1,2016-11-04,Izakaya,Hyōgo-ken,Kakogawa-shi,1,3,1,1,1,3,1
air_3e6cea17a9d2c0f1,2016-11-08,Izakaya,Hyōgo-ken,Kakogawa-shi,1,2,1,1,1,2,1
air_3e6cea17a9d2c0f1,2016-11-13,Izakaya,Hyōgo-ken,Kakogawa-shi,1,4,8,8,8,4,1
